CHROM	POS	WEIR_AND_COCKERHAM_FST	locus.length	pop0.samples	pop1.samples
dDocent_Contig_11483	132	0.0132734	190	16	24
dDocent_Contig_1149	10	-0.00194197	190	21	29
dDocent_Contig_11490	24	0.0502283	190	13	24
dDocent_Contig_11493	49	-0.00579701	190	21	29
dDocent_Contig_11498	136	0.29817	190	21	29
dDocent_Contig_11503	24	0.356033	190	9	10
dDocent_Contig_11505	124	-0.0145937	190	21	12
dDocent_Contig_11508	34	0.0139785	190	6	7
dDocent_Contig_11510	72	0.0148356	190	8	10
dDocent_Contig_11511	8	0.0406891	190	17	21
dDocent_Contig_11512	67	0.331123	190	18	25
dDocent_Contig_11522	35	0.18829	190	9	16
dDocent_Contig_11523	81	0.372792	190	14	18
dDocent_Contig_11525	8	-0.00263662	190	21	29
dDocent_Contig_11527	35	0.0124978	190	20	29
dDocent_Contig_11530	16	0.585971	190	9	14
dDocent_Contig_11532	64	0	190	12	21
dDocent_Contig_11534	68	0.0823143	190	21	29
dDocent_Contig_1154	34	0.0286546	190	16	17
dDocent_Contig_11542	181	0.183893	190	21	29
dDocent_Contig_11543	148	0.0577889	190	16	26
dDocent_Contig_11546	58	0.214286	190	8	8
dDocent_Contig_11548	27	0.1	190	6	6
dDocent_Contig_11550	27	0.14094	190	8	16
dDocent_Contig_11555	44	0.116652	190	17	27
dDocent_Contig_1156	161	0.0632547	190	9	24
dDocent_Contig_11562	11	0.473684	190	5	2
dDocent_Contig_11565	34	0.0552158	190	14	19
dDocent_Contig_11566	12	0.314561	190	7	13
dDocent_Contig_11567	127	0.116226	190	16	25
dDocent_Contig_11575	75	0.172659	190	21	29
dDocent_Contig_11577	21	-0.321101	190	2	9
dDocent_Contig_11579	70	0.119214	190	9	17
dDocent_Contig_11580	27	0.274866	190	8	9
dDocent_Contig_11582	149	0.0295843	190	21	29
dDocent_Contig_11590	41	0.00270402	190	19	21
dDocent_Contig_11596	26	0.0460277	190	21	29
dDocent_Contig_11598	44	0.329672	190	13	16
dDocent_Contig_116	17	0.0406891	190	17	21
dDocent_Contig_1160	25	-0.0171817	190	5	14
dDocent_Contig_11608	15	-0.0695302	190	3	19
dDocent_Contig_11610	30	0	190	7	9
dDocent_Contig_11613	21	0.254129	190	15	29
dDocent_Contig_11614	18	-0.00461517	190	20	25
dDocent_Contig_11615	145	0	190	8	15
dDocent_Contig_11623	22	-0.00522288	190	17	21
dDocent_Contig_11627	33	0.0532995	190	9	18
dDocent_Contig_1163	18	0.0232164	190	17	27
dDocent_Contig_11630	44	0.05016	190	17	19
dDocent_Contig_11633	120	0.853356	190	21	29
dDocent_Contig_11637	32	0.187148	190	21	29
dDocent_Contig_11639	10	0	190	5	3
dDocent_Contig_1164	73	-0.0228206	190	18	27
dDocent_Contig_11644	14	0.167913	190	9	17
dDocent_Contig_11646	109	-0.00754071	190	15	20
dDocent_Contig_11648	28	0.00826446	190	11	12
dDocent_Contig_11651	42	0.0106376	190	18	26
dDocent_Contig_11652	109	-0.00523313	190	20	26
dDocent_Contig_11655	157	-0.0195675	190	9	11
dDocent_Contig_11656	63	0.176472	190	21	29
dDocent_Contig_11659	86	0.0327738	190	21	26
dDocent_Contig_1166	8	0.0575722	190	20	29
dDocent_Contig_11660	8	0.0304615	190	7	10
dDocent_Contig_11662	64	0.00799233	190	21	29
dDocent_Contig_11663	27	0.0742887	190	21	29
dDocent_Contig_11664	182	0.00305337	190	21	29
dDocent_Contig_11667	20	0.121354	190	10	15
dDocent_Contig_11670	136	0.0212115	190	8	11
dDocent_Contig_11673	164	0.112035	190	17	22
dDocent_Contig_11681	26	0.0186684	190	16	28
dDocent_Contig_11682	18	0.0694315	190	17	22
dDocent_Contig_11685	33	0.411645	190	11	18
dDocent_Contig_11686	15	0.0190487	190	12	18
dDocent_Contig_11689	47	0.083918	190	21	29
dDocent_Contig_11691	32	0.0166928	190	17	29
dDocent_Contig_11697	77	0.0458555	190	13	14
dDocent_Contig_11699	59	-0.368421	190	6	1
dDocent_Contig_11706	106	0.0165104	190	13	18
dDocent_Contig_11708	107	0.0157745	190	9	14
dDocent_Contig_1171	27	0.0868549	190	15	19
dDocent_Contig_11713	32	0.00314782	190	21	29
dDocent_Contig_11717	21	-0.0086026	190	19	23
dDocent_Contig_1172	110	0.0975672	190	15	20
dDocent_Contig_11721	65	-0.0252206	190	15	24
dDocent_Contig_11723	32	0.00994312	190	16	24
dDocent_Contig_11727	61	-0.00577357	190	14	12
dDocent_Contig_11731	39	-0.00238958	190	15	14
dDocent_Contig_11742	75	0.0969058	190	8	7
dDocent_Contig_11745	27	0.116992	190	18	25
dDocent_Contig_11748	25	0.0524836	190	11	12
dDocent_Contig_1175	14	0.00871931	190	20	28
dDocent_Contig_1176	23	0.187435	190	16	22
dDocent_Contig_11764	67	0	190	11	8
dDocent_Contig_11766	141	0.41345	190	14	22
dDocent_Contig_11767	20	0.00795021	190	21	29
dDocent_Contig_11769	49	0.0743802	190	8	14
dDocent_Contig_11774	142	-0.304348	190	6	2
dDocent_Contig_11776	50	-0.0023154	190	21	29
dDocent_Contig_11777	63	0.107446	190	15	25
dDocent_Contig_11780	21	0.0232558	190	15	21
dDocent_Contig_11787	63	0.679161	190	7	18
dDocent_Contig_1179	76	0.000543326	190	16	20
dDocent_Contig_11798	102	0.0118337	190	16	23
dDocent_Contig_11799	36	-0.0498931	190	5	18
dDocent_Contig_1180	48	0.0819294	190	17	27
dDocent_Contig_11800	135	0.0751936	190	14	11
dDocent_Contig_11803	85	-0.00194197	190	21	29
dDocent_Contig_11805	70	0.320547	190	21	29
dDocent_Contig_11807	51	0.213215	190	19	24
dDocent_Contig_1181	111	-0.0140845	190	8	9
dDocent_Contig_11811	14	-0.0296591	190	12	20
dDocent_Contig_11815	140	0.0370578	190	5	7
dDocent_Contig_1182	31	0	190	11	27
dDocent_Contig_11821	39	-0.0120217	190	8	10
dDocent_Contig_11823	49	0.00795021	190	21	29
dDocent_Contig_11830	71	0.405164	190	20	28
dDocent_Contig_11835	8	-0.00451264	190	7	3
dDocent_Contig_11843	151	0	190	12	16
dDocent_Contig_11847	84	0	190	9	8
dDocent_Contig_11849	55	0	190	13	22
dDocent_Contig_11850	53	-0.00461517	190	20	25
dDocent_Contig_11852	50	0.00285752	190	21	29
dDocent_Contig_11862	14	0.0354097	190	19	23
dDocent_Contig_11864	41	0.176596	190	10	11
dDocent_Contig_1187	44	0.162495	190	12	26
dDocent_Contig_11870	19	0.225593	190	10	19
dDocent_Contig_11872	50	-0.00994119	190	21	29
dDocent_Contig_11873	34	0.0337838	190	14	22
dDocent_Contig_1188	11	0.0225524	190	17	28
dDocent_Contig_11882	38	0.0982376	190	11	21
dDocent_Contig_11883	8	0.0258771	190	21	29
dDocent_Contig_11885	26	0.0698103	190	18	22
dDocent_Contig_11888	16	0.0488043	190	19	23
dDocent_Contig_11889	108	0.0660263	190	8	15
dDocent_Contig_11890	11	0.109594	190	19	18
dDocent_Contig_11893	28	0.195175	190	10	13
dDocent_Contig_11895	11	1.20E-16	190	6	6
dDocent_Contig_11896	133	-0.0397878	190	6	4
dDocent_Contig_11898	31	0.241668	190	11	24
dDocent_Contig_11902	28	-0.0633307	190	8	10
dDocent_Contig_11903	53	0.179758	190	9	12
dDocent_Contig_11905	16	0.282387	190	21	29
dDocent_Contig_11906	46	0	190	15	17
dDocent_Contig_11909	58	0.0709761	190	9	10
dDocent_Contig_11914	82	0.0285826	190	21	29
dDocent_Contig_11917	9	0.125	190	11	11
dDocent_Contig_11918	33	0	190	12	21
dDocent_Contig_11924	54	-0.018933	190	10	19
dDocent_Contig_11925	20	0.0379884	190	15	22
dDocent_Contig_11929	106	0.198456	190	7	12
dDocent_Contig_11933	122	-0.0336449	190	7	21
dDocent_Contig_11934	141	0.596695	190	7	10
dDocent_Contig_11937	35	0.0425532	190	10	15
dDocent_Contig_1194	47	0.0710286	190	13	21
dDocent_Contig_11940	51	-0.00395969	190	21	29
dDocent_Contig_11947	165	0.0756377	190	12	19
dDocent_Contig_11949	9	0.0319773	190	11	21
dDocent_Contig_11951	58	-0.00445701	190	20	22
dDocent_Contig_11952	21	0.0119177	190	21	29
dDocent_Contig_11954	51	-0.0127669	190	16	22
dDocent_Contig_11957	9	-0.032569	190	17	14
dDocent_Contig_11958	130	0.0547445	190	7	14
dDocent_Contig_11960	100	-0.1875	190	5	1
dDocent_Contig_11963	42	0.0098289	190	17	20
dDocent_Contig_11964	79	0.121674	190	21	29
dDocent_Contig_11970	57	0	190	8	10
dDocent_Contig_11971	9	0.342051	190	7	15
dDocent_Contig_11972	48	0.282398	190	7	16
dDocent_Contig_11973	33	0.0944366	190	14	18
dDocent_Contig_11975	47	0.112993	190	12	15
dDocent_Contig_11978	19	0	190	12	21
dDocent_Contig_1198	35	0.0442192	190	11	26
dDocent_Contig_11984	16	0	190	10	24
dDocent_Contig_11985	26	0.0325731	190	21	29
dDocent_Contig_11987	29	0.00871931	190	20	28
dDocent_Contig_11990	9	0.137955	190	21	29
dDocent_Contig_11991	145	0.235731	190	13	26
dDocent_Contig_11993	53	0	190	5	14
dDocent_Contig_11997	60	0	190	5	2
dDocent_Contig_12004	44	0.310345	190	6	3
dDocent_Contig_12006	163	0.0867075	190	16	22
dDocent_Contig_12016	18	0.0249755	190	21	29
dDocent_Contig_1202	45	0.0356626	190	15	26
dDocent_Contig_12023	55	0.221452	190	2	24
dDocent_Contig_12024	168	0.120603	190	10	16
dDocent_Contig_12027	45	0.0429323	190	8	15
dDocent_Contig_12028	75	0.0761951	190	11	16
dDocent_Contig_12030	19	-0.32964	190	2	16
dDocent_Contig_12034	49	0.572652	190	21	29
dDocent_Contig_12038	101	0.092797	190	21	29
dDocent_Contig_12039	184	0.114083	190	11	13
dDocent_Contig_1204	51	0.0557801	190	12	11
dDocent_Contig_12041	14	0	190	14	17
dDocent_Contig_12043	64	0.557851	190	20	28
dDocent_Contig_12045	32	0.277778	190	10	10
dDocent_Contig_12047	18	0	190	5	1
dDocent_Contig_12048	16	0	190	10	22
dDocent_Contig_1205	15	0.0275202	190	7	4
dDocent_Contig_12052	82	-0.0929629	190	4	10
dDocent_Contig_12055	10	0.080516	190	13	24
dDocent_Contig_12058	86	0.18829	190	9	16
dDocent_Contig_12066	12	0.0153279	190	21	29
dDocent_Contig_12067	170	-0.0107073	190	21	29
dDocent_Contig_12068	107	0.446429	190	8	8
dDocent_Contig_12069	79	-0.0529695	190	8	4
dDocent_Contig_12071	163	0.00242227	190	21	29
dDocent_Contig_12077	113	0.109612	190	8	12
dDocent_Contig_12079	70	-0.134904	190	5	2
dDocent_Contig_1208	18	0	190	15	13
dDocent_Contig_12080	26	0.00784133	190	8	9
dDocent_Contig_12083	24	0.118899	190	21	29
dDocent_Contig_12084	31	0.0370274	190	21	29
dDocent_Contig_12085	82	-0.0266216	190	8	9
dDocent_Contig_12087	30	0.166461	190	10	13
dDocent_Contig_12101	112	0.114083	190	11	13
dDocent_Contig_12104	46	0.143838	190	21	29
dDocent_Contig_12105	52	-0.0031885	190	20	22
dDocent_Contig_12109	42	0	190	11	18
dDocent_Contig_1211	10	0.137091	190	19	27
dDocent_Contig_12111	8	0.10094	190	8	11
dDocent_Contig_12114	159	1.27E-05	190	21	29
dDocent_Contig_12119	12	0.00706714	190	21	28
dDocent_Contig_1212	8	-0.00472315	190	18	22
dDocent_Contig_12124	111	-0.0145937	190	12	21
dDocent_Contig_12125	23	0.0599669	190	21	29
dDocent_Contig_12127	31	0	190	8	2
dDocent_Contig_12129	28	0.0187064	190	21	29
dDocent_Contig_1213	40	-0.00698462	190	21	29
dDocent_Contig_12131	20	-0.0508704	190	3	13
dDocent_Contig_12133	178	-0.0158674	190	21	29
dDocent_Contig_12140	109	0.06079	190	15	24
dDocent_Contig_12142	26	-0.0161867	190	21	29
dDocent_Contig_1215	167	0.126751	190	21	29
dDocent_Contig_12152	128	-0.00449914	190	21	29
dDocent_Contig_12155	48	0	190	6	2
dDocent_Contig_12157	57	0.162466	190	14	24
dDocent_Contig_1216	164	0.695036	190	5	12
dDocent_Contig_12161	129	0.0733002	190	21	29
dDocent_Contig_12166	8	-0.0157774	190	11	19
dDocent_Contig_12167	36	0.0177652	190	10	14
dDocent_Contig_12168	41	0.0190952	190	14	26
dDocent_Contig_1217	15	0.645103	190	21	29
dDocent_Contig_12172	43	-0.0856031	190	9	3
dDocent_Contig_12173	35	0.0169164	190	9	12
dDocent_Contig_12175	64	0	190	21	29
dDocent_Contig_12177	41	0.0923684	190	21	29
dDocent_Contig_12179	17	-0.00527041	190	18	15
dDocent_Contig_12181	79	0.0356357	190	21	28
dDocent_Contig_12184	143	0.138906	190	5	16
dDocent_Contig_12185	30	-0.00663611	190	19	20
dDocent_Contig_12188	15	0.446791	190	15	13
dDocent_Contig_12189	115	0.0573296	190	21	29
dDocent_Contig_12190	16	0	190	11	20
dDocent_Contig_12192	8	-0.0148796	190	11	18
dDocent_Contig_12193	32	0.186774	190	10	9
dDocent_Contig_12198	87	0.110204	190	14	22
dDocent_Contig_12199	13	0.212435	190	10	15
dDocent_Contig_1220	8	0	190	13	16
dDocent_Contig_12207	17	0.0295484	190	5	8
dDocent_Contig_1221	21	0.02386	190	14	26
dDocent_Contig_12213	46	0.0423453	190	9	18
dDocent_Contig_12214	17	0.0573434	190	13	17
dDocent_Contig_12216	10	0.119214	190	9	17
dDocent_Contig_12221	38	0.161412	190	8	14
dDocent_Contig_12224	15	0.101124	190	8	5
dDocent_Contig_12226	126	0.179177	190	7	16
dDocent_Contig_1223	19	0.347826	190	5	3
dDocent_Contig_12230	76	0.0536627	190	13	16
dDocent_Contig_12233	42	0.0723661	190	20	21
dDocent_Contig_12238	58	0.129059	190	7	5
dDocent_Contig_12239	45	0.323129	190	16	21
dDocent_Contig_12240	62	0.0498209	190	17	25
dDocent_Contig_12241	114	0.0853481	190	11	18
dDocent_Contig_12244	114	0.0373193	190	21	29
dDocent_Contig_12245	23	0.0658619	190	21	29
dDocent_Contig_12249	10	0.0276786	190	21	28
dDocent_Contig_12253	69	-0.00486345	190	7	10
dDocent_Contig_12259	13	0	190	8	23
dDocent_Contig_12261	9	0.0086836	190	20	29
dDocent_Contig_12267	33	0.109472	190	21	29
dDocent_Contig_12276	44	0.00146137	190	21	29
dDocent_Contig_12283	14	0.114852	190	21	29
dDocent_Contig_12284	50	-0.0478677	190	7	4
dDocent_Contig_12289	15	0.304986	190	21	29
dDocent_Contig_12291	32	0	190	8	11
dDocent_Contig_12292	44	0.01178	190	9	11
dDocent_Contig_12295	85	0.0143338	190	8	11
dDocent_Contig_1230	66	0.022694	190	12	20
dDocent_Contig_12301	32	0	190	7	15
dDocent_Contig_12302	57	-0.0220419	190	18	28
dDocent_Contig_12303	16	0.011458	190	17	24
dDocent_Contig_12306	70	0.00721236	190	16	20
dDocent_Contig_12307	49	-0.0408163	190	6	2
dDocent_Contig_12308	86	0.0576231	190	21	29
dDocent_Contig_12309	67	0.021273	190	21	29
dDocent_Contig_12312	46	1	190	4	1
dDocent_Contig_12316	46	-0.14	190	6	2
dDocent_Contig_1232	15	0	190	9	19
dDocent_Contig_12322	12	-0.0252647	190	19	29
dDocent_Contig_12326	29	0.059952	190	9	23
dDocent_Contig_1233	25	-0.0890585	190	3	12
dDocent_Contig_12330	69	0	190	8	13
dDocent_Contig_12332	35	-0.0097381	190	9	11
dDocent_Contig_12336	43	0.0945545	190	17	27
dDocent_Contig_1234	73	-0.0405057	190	6	20
dDocent_Contig_12340	26	-0.018933	190	10	19
dDocent_Contig_12341	21	0.192057	190	21	29
dDocent_Contig_12343	69	-0.00777162	190	21	29
dDocent_Contig_12347	11	0.125168	190	19	18
dDocent_Contig_12350	55	0.0305752	190	17	24
dDocent_Contig_12352	117	0.100334	190	13	5
dDocent_Contig_12356	31	-0.00560307	190	9	10
dDocent_Contig_12357	75	-0.00737396	190	21	29
dDocent_Contig_12358	123	0.0379532	190	15	26
dDocent_Contig_12365	24	0.2194	190	8	15
dDocent_Contig_12366	14	0.274648	190	11	20
dDocent_Contig_12369	22	-0.0344265	190	11	19
dDocent_Contig_1237	22	0.0116211	190	10	24
dDocent_Contig_12372	25	0.0423453	190	9	18
dDocent_Contig_12374	148	0.0215085	190	21	29
dDocent_Contig_12378	42	0.0212115	190	8	11
dDocent_Contig_12380	142	-0.00805187	190	10	12
dDocent_Contig_12383	14	0	190	8	10
dDocent_Contig_12384	37	0.00795021	190	21	29
dDocent_Contig_12391	156	0	190	9	10
dDocent_Contig_12398	180	0.0524028	190	8	17
dDocent_Contig_12405	58	-0.0228772	190	16	19
dDocent_Contig_12407	53	0.0569117	190	8	18
dDocent_Contig_12408	19	0	190	19	26
dDocent_Contig_12414	169	-0.0295131	190	9	19
dDocent_Contig_12418	36	0.0490754	190	18	28
dDocent_Contig_12421	36	0.00657644	190	21	29
dDocent_Contig_12422	29	0	190	5	1
dDocent_Contig_1243	44	0.112976	190	8	5
dDocent_Contig_12432	58	0	190	7	4
dDocent_Contig_12437	46	0.0180744	190	15	25
dDocent_Contig_12439	51	0	190	12	7
dDocent_Contig_12443	22	0.384497	190	21	29
dDocent_Contig_12445	149	0.0820124	190	8	9
dDocent_Contig_12446	18	0.0714286	190	15	15
dDocent_Contig_12447	31	0.00775477	190	20	27
dDocent_Contig_12451	9	-0.00365286	190	21	29
dDocent_Contig_12452	16	-0.00813692	190	17	25
dDocent_Contig_12456	55	0.116832	190	21	29
dDocent_Contig_12459	15	-0.0305115	190	10	19
dDocent_Contig_12469	31	0.0188103	190	14	23
dDocent_Contig_1247	15	0.267022	190	8	10
dDocent_Contig_12474	37	-0.00537142	190	21	29
dDocent_Contig_12485	34	0.120753	190	16	26
dDocent_Contig_12489	109	0.0428426	190	13	16
dDocent_Contig_1249	26	0.0881057	190	9	6
dDocent_Contig_12491	53	0.021578	190	13	22
dDocent_Contig_12495	23	0	190	20	29
dDocent_Contig_12496	30	0.0625	190	10	18
dDocent_Contig_1250	47	0	190	15	25
dDocent_Contig_12501	30	0.419026	190	7	12
dDocent_Contig_12502	19	0.118376	190	5	14
dDocent_Contig_12507	39	0	190	5	2
dDocent_Contig_12508	42	0.0612964	190	8	19
dDocent_Contig_12509	164	0.0102529	190	7	8
dDocent_Contig_1251	70	0.150753	190	21	29
dDocent_Contig_12510	46	0.564739	190	12	27
dDocent_Contig_12511	9	0.241132	190	21	29
dDocent_Contig_12512	62	-0.0200206	190	9	16
dDocent_Contig_1252	25	0.00676257	190	20	26
dDocent_Contig_12522	20	0.318182	190	6	2
dDocent_Contig_12524	171	0	190	9	17
dDocent_Contig_12528	19	0.0515456	190	8	13
dDocent_Contig_1253	29	0	190	15	27
dDocent_Contig_12532	79	-0.0121269	190	7	6
dDocent_Contig_12535	172	0.0103481	190	16	22
dDocent_Contig_12536	130	0.0326635	190	8	13
dDocent_Contig_12538	122	0.150336	190	21	29
dDocent_Contig_1254	16	0.597441	190	16	10
dDocent_Contig_12544	141	0.0212115	190	8	11
dDocent_Contig_12546	74	0.0794224	190	12	20
dDocent_Contig_12547	20	0.00883664	190	21	29
dDocent_Contig_12548	14	-0.0478677	190	7	4
dDocent_Contig_1255	69	0.0198147	190	21	29
dDocent_Contig_12550	78	0	190	7	13
dDocent_Contig_12552	14	0.0212115	190	8	11
dDocent_Contig_12554	70	-0.166667	190	7	3
dDocent_Contig_1258	37	-0.0263305	190	21	29
dDocent_Contig_12580	68	0.0205071	190	16	12
dDocent_Contig_12582	10	0.283855	190	12	27
dDocent_Contig_12583	106	-0.0223386	190	21	29
dDocent_Contig_12586	129	0.389538	190	8	16
dDocent_Contig_12587	41	-0.0495104	190	19	23
dDocent_Contig_12590	33	0	190	10	7
dDocent_Contig_12592	44	0.0316901	190	4	5
dDocent_Contig_12593	121	0	190	11	10
dDocent_Contig_12596	75	0.300543	190	21	29
dDocent_Contig_12597	161	0.00719306	190	14	17
dDocent_Contig_12599	18	0.411858	190	13	22
dDocent_Contig_1260	83	0.678571	190	5	5
dDocent_Contig_12604	157	0.0537634	190	6	4
dDocent_Contig_12606	74	0.0212115	190	8	11
dDocent_Contig_12608	43	-0.000404661	190	21	29
dDocent_Contig_1261	21	-0.0255158	190	14	25
dDocent_Contig_12611	124	0.261226	190	21	29
dDocent_Contig_12612	21	0.00957051	190	21	29
dDocent_Contig_12615	54	0.0624926	190	10	11
dDocent_Contig_12617	113	0.0303738	190	8	5
dDocent_Contig_12623	17	-0.00388981	190	21	29
dDocent_Contig_12630	107	1.20E-16	190	6	6
dDocent_Contig_12632	36	0	190	5	1
dDocent_Contig_12633	104	0.025441	190	21	29
dDocent_Contig_12636	12	0	190	18	19
dDocent_Contig_12638	25	0.0511996	190	21	29
dDocent_Contig_1264	14	0.022694	190	12	20
dDocent_Contig_12641	46	0.227425	190	19	20
dDocent_Contig_12643	137	0.0276523	190	21	29
dDocent_Contig_12644	50	0.112976	190	5	8
dDocent_Contig_12647	30	0.0713995	190	11	15
dDocent_Contig_12651	28	0.415484	190	21	29
dDocent_Contig_12656	52	0.0854891	190	21	29
dDocent_Contig_12657	123	0	190	8	15
dDocent_Contig_12659	128	-0.000529121	190	21	29
dDocent_Contig_12665	61	1	190	2	2
dDocent_Contig_12669	8	-0.0402477	190	8	6
dDocent_Contig_1267	63	0	190	18	17
dDocent_Contig_12671	152	-0.142631	190	7	2
dDocent_Contig_12683	9	-0.00579701	190	21	29
dDocent_Contig_12696	42	-5.20E-17	190	5	5
dDocent_Contig_12698	86	-0.291667	190	13	1
dDocent_Contig_127	10	-0.00146523	190	19	18
dDocent_Contig_12701	56	0.111535	190	8	9
dDocent_Contig_12706	52	-0.0361271	190	11	4
dDocent_Contig_12709	21	0.0219611	190	20	29
dDocent_Contig_1271	51	0.278881	190	8	13
dDocent_Contig_12712	182	0.446038	190	21	25
dDocent_Contig_12714	11	0	190	13	13
dDocent_Contig_12720	163	0.0417623	190	18	24
dDocent_Contig_12722	46	0.0177652	190	10	14
dDocent_Contig_12727	24	0.0692144	190	18	28
dDocent_Contig_12729	48	0.00264333	190	21	29
dDocent_Contig_1273	20	0.0114489	190	16	23
dDocent_Contig_12731	50	0.013277	190	21	29
dDocent_Contig_12738	35	-0.00671695	190	20	29
dDocent_Contig_12742	167	-0.0664678	190	8	13
dDocent_Contig_12744	15	0.287046	190	9	12
dDocent_Contig_1275	9	-0.0171817	190	5	14
dDocent_Contig_12750	61	0.0129379	190	21	29
dDocent_Contig_12752	125	0.0125423	190	12	16
dDocent_Contig_1276	61	0.140081	190	8	11
dDocent_Contig_12761	25	-0.40339	190	6	1
dDocent_Contig_12763	156	0.00127632	190	21	29
dDocent_Contig_12764	47	0.117306	190	21	29
dDocent_Contig_12768	34	0.0964051	190	9	10
dDocent_Contig_12769	16	0.286667	190	16	16
dDocent_Contig_12772	12	0.268293	190	10	12
dDocent_Contig_12776	31	-0.0193789	190	21	29
dDocent_Contig_12777	29	-0.0106841	190	5	15
dDocent_Contig_1278	25	-0.363636	190	7	1
dDocent_Contig_12786	52	0.020525	190	7	11
dDocent_Contig_12787	103	0.100035	190	21	29
dDocent_Contig_12789	141	-0.0342893	190	7	3
dDocent_Contig_1279	155	-0.00420716	190	21	29
dDocent_Contig_12791	31	0.199231	190	7	12
dDocent_Contig_12793	102	0.0165138	190	10	15
dDocent_Contig_12794	17	0.25	190	2	3
dDocent_Contig_12803	44	-0.0135449	190	20	26
dDocent_Contig_12805	21	0.00784133	190	9	8
dDocent_Contig_1281	70	-0.0293218	190	21	29
dDocent_Contig_12810	49	-0.0206506	190	8	13
dDocent_Contig_12811	25	0	190	7	16
dDocent_Contig_12812	18	0.0444422	190	17	12
dDocent_Contig_12816	27	0.0130919	190	18	13
dDocent_Contig_12818	130	0.00861031	190	19	28
dDocent_Contig_1282	8	0.0635747	190	20	29
dDocent_Contig_12821	10	0.0816316	190	14	22
dDocent_Contig_12828	64	0.068057	190	15	27
dDocent_Contig_12830	40	-0.0505618	190	5	20
dDocent_Contig_12831	29	-0.00701899	190	9	8
dDocent_Contig_12834	19	0.0388578	190	8	12
dDocent_Contig_12838	27	0.320335	190	18	26
dDocent_Contig_12839	56	0.0271196	190	8	12
dDocent_Contig_1285	65	0.0460425	190	9	19
dDocent_Contig_12854	102	0.0126192	190	21	29
dDocent_Contig_12857	28	0.00829994	190	18	11
dDocent_Contig_1286	66	0.0431264	190	13	7
dDocent_Contig_12861	70	0.503349	190	21	29
dDocent_Contig_12863	53	0.0212115	190	8	11
dDocent_Contig_12864	17	0.131781	190	21	29
dDocent_Contig_12868	16	0.142857	190	8	8
dDocent_Contig_12869	126	0.0132734	190	16	24
dDocent_Contig_12870	72	0.19071	190	21	29
dDocent_Contig_12872	17	-0.0145985	190	10	15
dDocent_Contig_12878	54	0	190	6	5
dDocent_Contig_12894	10	-0.00500278	190	8	4
dDocent_Contig_12896	64	-0.0158674	190	21	29
dDocent_Contig_12898	33	0.571799	190	15	27
dDocent_Contig_12899	26	0.137987	190	18	26
dDocent_Contig_12909	25	0.333333	190	3	3
dDocent_Contig_12916	83	0.151786	190	12	17
dDocent_Contig_12920	36	-0.0275442	190	7	10
dDocent_Contig_12926	59	0.282387	190	21	29
dDocent_Contig_12941	85	0.0242149	190	21	29
dDocent_Contig_12944	12	0.50951	190	21	29
dDocent_Contig_12950	22	0.128818	190	12	11
dDocent_Contig_12951	62	-0.00837009	190	18	28
dDocent_Contig_12952	75	-0.0579757	190	8	10
dDocent_Contig_12955	20	0.0870405	190	21	29
dDocent_Contig_12958	103	0.144416	190	21	29
dDocent_Contig_12961	106	0.063252	190	15	25
