Locus,H,FST,p,quantile
578,0.080314023,0.011618891,0.24565138,0.75434862
579,0.10621528,0.077345538,0.36327224,0.36327224
581,0.12204167,0.04950495,0.37107762,0.62892238
582,0.52310805,-0.39423077,3.19E-198,1
583,0.40565717,0.032962016,0.32923315,0.67076685
584,0.056359375,0.06847796,0.107683,0.107683
585,0.019885922,-0.005736636,0.27170825,0.72829175
586,0.074640152,0.062166963,0.27181857,0.27181857
587,0.50330173,0.021404344,0.32417971,0.67582029
588,0.04049982,0.036430521,0.17565142,0.17565142
589,0.02986291,-0.022215042,0.053551161,0.94644884
590,0.50754481,0.012892505,0.26295941,0.73704059
591,0.22133523,0.22371968,0.16145497,0.16145497
592,0.13004146,0.047698216,0.35296386,0.64703614
593,0.18930526,0.25266904,0.031775925,0.031775925
594,0.1102,0.002770083,0.18208014,0.81791986
595,0,0,-1,-1
596,0.54205227,0.13455902,0.27491733,0.72508267
597,0.062767513,-0.007380508,0.14557712,0.85442288
598,0.087066667,0.035222052,0.3945662,0.6054338
599,0.18408047,-0.005630191,0.13554925,0.86445075
600,0.10204793,0.13919727,0.058354044,0.058354044
601,0,0,-1,-1
602,0.4073987,0.11434486,0.48562429,0.48562429
603,0.5628,0.60909737,0.02898231,0.02898231
604,0.042497606,0.008124338,0.45261762,0.54738238
605,0.33979798,0.17241379,0.39715505,0.39715505
606,0.032307692,-5.55E-17,0.34690916,0.65309084
607,0,0,-1,-1
608,0.49857758,-0.005736636,0.18840688,0.81159312
609,0.16965895,0.027054185,0.268659,0.731341
610,0.1837193,0.22994652,0.075495405,0.075495405
611,0.30823197,-0.017688757,0.08217105,0.91782895
612,0.071032609,0.070849273,0.18573789,0.18573789
613,0.10204793,0.13919727,0.058354044,0.058354044
614,0.25535522,-0.017653249,0.075242784,0.92475722
615,0,0,-1,-1
616,0.2772568,0.061928934,0.37822975,0.62177025
617,0,0,-1,-1
618,0.021202619,0.009556336,0.39627342,0.39627342
619,0.49802977,-0.014936415,0.11843057,0.88156943
620,0.22411563,0.1589163,0.31773428,0.31773428
621,0.24110622,0.3013486,0.056304163,0.056304163
622,0.60876988,0.39992769,0.45697269,0.54302731
623,0.54206715,0.33997517,0.21851641,0.21851641
624,0.22951923,0.26803519,0.093058213,0.093058213
625,0.050124048,0.044082818,0.1959097,0.1959097
626,0.52908877,0.23563693,0.28916427,0.28916427
627,0.066397306,0.003460208,0.22005793,0.77994207
628,0.098278131,0.053884567,0.4873288,0.5126712
629,0.56676112,0.28128447,0.49396598,0.50603402
630,0.46010806,-0.093687173,2.09E-10,1
631,0,0,-1,-1
632,0.81986596,0.82355152,0.13212363,0.13212363
633,0.50782151,0.030569187,0.33684471,0.66315529
634,0.081842179,0.036983961,0.43589941,0.56410059
635,0.089025979,0.087325081,0.20802392,0.20802392
636,0,0,-1,-1
637,0.086239257,0.10089136,0.12612284,0.12612284
638,0.033264497,0.028763541,0.20468992,0.20468992
639,0.4681322,0.056044212,0.49155657,0.49155657
640,0.10261925,0.12059478,0.12787438,0.12787438
641,0.57874274,0.25181242,0.25486522,0.74513478
642,0.11789819,0.071455798,0.46302629,0.46302629
643,0.30205128,0.38879457,0.01202425,0.01202425
644,0.063466667,-0.32352941,1.07E-131,1
645,0.019885922,-0.005736636,0.27170825,0.72829175
646,0.49799881,-0.020722026,0.077072378,0.92292762
647,0.10545455,0.047619048,0.40887632,0.59112368
648,0.29,0.18181818,0.37698694,0.37698694
649,0.34445272,0.41087175,0.037103697,0.037103697
650,0.25921141,0.014125754,0.23499979,0.76500021
651,0.49440906,-0.013333534,0.13796959,0.86203041
652,0.099838253,-0.053977503,0.000286562,0.99971344
653,0.073977273,0.053763441,0.33525744,0.33525744
654,0.021983844,-0.014731203,0.12358441,0.87641559
655,0.38434031,-0.021373975,0.059820171,0.94017983
656,0,0,-1,-1
657,0.04049982,0.036430521,0.17565142,0.17565142
658,0.56680778,0.61000424,0.030919389,0.030919389
659,0.23994438,0.083566573,0.43449353,0.56550647
661,0.048496732,0.037735849,0.23301297,0.23301297
662,0.22122254,-0.011597636,0.10528589,0.89471411
663,0.50187199,-0.009348955,0.15171416,0.84828584
665,0.70981561,0.59507826,0.4033692,0.5966308
666,0.10594045,0.17082534,0.005155738,0.005155738
667,0.25461686,0.31923858,0.04938999,0.04938999
668,0.11877946,0.13004039,0.16792864,0.16792864
669,0.19460721,0.13455902,0.3638826,0.3638826
670,0.13861658,0.095592622,0.38099903,0.38099903
671,0.050553517,0.052203652,0.14800083,0.14800083
672,0.30925781,0.377542,0.036503956,0.036503956
673,0,0,-1,-1
674,0.11055288,0.11354642,0.19329997,0.19329997
675,0.24458828,0.16481392,0.35014245,0.35014245
676,0.028277586,0.009816475,0.43959664,0.43959664
677,0.30227943,0.38571998,0.015332052,0.015332052
678,0.041723523,0.007069185,0.44040241,0.55959759
679,0.095715598,-0.049284579,0.000850878,0.99914912
680,0.10539263,0.1059074,0.19856682,0.19856682
681,0.055598958,0.055737705,0.16809167,0.16809167
682,0.1019909,0.057271431,0.49883584,0.49883584
683,0.14274904,0.15453264,0.17231651,0.17231651
684,0.48471527,-0.02596047,0.054770986,0.94522901
685,0.065365622,-0.01185403,0.11438165,0.88561835
686,0.021162286,0.007668658,0.43625604,0.43625604
687,0.40652206,-0.005731987,0.1559083,0.8440917
688,0.043808041,0.018087855,0.4037199,0.4037199
689,0.022073382,-0.001444315,0.35493974,0.64506026
690,0.24547364,0.17816377,0.29675131,0.29675131
691,0.16073669,0.040882255,0.31964451,0.68035549
692,0.53234956,0.42531357,0.10367661,0.10367661
693,0,0,-1,-1
694,0.57618828,0.24398018,0.25302545,0.74697455
695,0.53141839,0.31227718,0.20460896,0.20460896
696,0.49214191,0.40256157,0.065351611,0.065351611
697,0,0,-1,-1
698,0.075,0.004444444,0.21252085,0.78747915
699,0.48736111,0.40495868,0.062089496,0.062089496
700,0.35181705,-0.023283353,0.0509249,0.9490751
701,0.15492188,0.11891074,0.31687856,0.31687856
703,0.039222146,-0.019832021,0.070173366,0.92982663
704,0,0,-1,-1
705,0.49899503,-0.011223777,0.14501166,0.85498834
706,0.12351648,0.10320285,0.28660651,0.28660651
707,0.57426149,0.48471334,0.13881105,0.13881105
708,0.052064002,0.010812547,0.40799484,0.59200516
709,0.061355035,-0.004601534,0.16536601,0.83463399
710,0.043936845,0.004467135,0.38001746,0.61998254
711,0.03391891,-0.005859187,0.23733925,0.76266075
712,0.16175436,0.1059074,0.41400667,0.41400667
713,0.39298096,0.021506251,0.2833704,0.7166296
714,0.01984876,-0.007619628,0.23551673,0.76448327
715,0.15275,-0.021276596,0.054652696,0.9453473
716,0.47126963,0.001141439,0.28821224,0.71178776
717,0.056048077,-0.008291874,0.15278846,0.84721154
718,0.027159751,-0.016910936,0.096522686,0.90347731
719,0.084793028,-0.035971223,0.01042342,0.98957658
720,0.068015402,0.077691958,0.13109197,0.13109197
721,0.17306284,0.082443561,0.42645473,0.57354527
722,0,0,-1,-1
723,0.26558923,0.20069204,0.27711184,0.27711184
724,0.41306291,0.069559806,0.4342,0.5658
725,0.062169935,-0.036585366,0.010325904,0.9896741
726,0.51111958,0.061203259,0.42122083,0.57877917
727,0.12019937,-0.026017848,0.0360951,0.9639049
728,1.7816875,0.91861648,2,
729,0.50277201,0.003624058,0.23652586,0.76347414
730,0,0,-1,-1
731,0.52634102,0.086726703,0.34691387,0.65308613
732,0.067768857,0.014898783,0.31339052,0.68660948
733,0.12849817,0.16989738,0.06205311,0.06205311
734,0.036125453,0.031154015,0.19759414,0.19759414
735,0.062839524,0.048859274,0.28189268,0.28189268
736,0.32052951,0.39943128,0.023287373,0.023287373
737,0.48398828,-0.003748084,0.23843308,0.76156692
738,0.0525,0,0.25886568,0.74113432
739,0,0,-1,-1
740,0.024931542,-0.011465368,0.16413161,0.83586839
741,0.10577144,0.031945006,0.3068426,0.6931574
742,0.1173375,0.16480239,0.045894143,0.045894143
743,0.091028674,0.10740457,0.12743977,0.12743977
744,0.64750716,0.45946543,0.34768072,0.65231928
745,0,0,-1,-1
746,0.70095517,0.69845069,0.11195962,0.11195962
747,0.090510668,-0.24832813,6.96E-76,1
748,0.11754832,-0.017899265,0.071911852,0.92808815
749,0.35763154,0.32269656,0.11537129,0.11537129
750,0.26901236,-0.016589398,0.0834488,0.9165512
751,0.17793301,0.041278296,0.30989823,0.69010177
752,0.49830583,0.024782926,0.36488371,0.63511629
753,0.11099185,0.13624679,0.10533468,0.10533468
754,0.053603693,0.020589872,0.48255931,0.48255931
755,0,0,-1,-1
756,0.25133333,0.17948718,0.31208077,0.31208077
757,0.51026417,0.0479396,0.38423386,0.61576614
758,0.021141346,0.006685769,0.45770072,0.45770072
759,0.29471407,-0.011564644,0.12005322,0.87994678
760,0.15275,-0.021276596,0.054652696,0.9453473
761,0.058194977,-0.018958139,0.073119051,0.92688095
762,0,0,-1,-1
763,0,0,-1,-1
764,0.5021875,0.5818295,0.006398073,0.006398073
765,0.16377998,-0.020447057,0.061060569,0.93893943
766,0.050205999,-0.026297997,0.035191409,0.96480859
767,0.021050787,0.00241258,0.44628686,0.55371314
768,0.47171752,-0.017594422,0.12216535,0.87783465
769,0,0,-1,-1
770,0.2781746,0.2810271,0.15256278,0.15256278
771,0.16736718,0.21783296,0.055046781,0.055046781
772,0.13925466,0.17909739,0.078022665,0.078022665
773,0.58,0.42857143,0.25306432,0.25306432
774,0.201335,0.037617737,0.29611647,0.70388353
775,0.16638231,0.20254188,0.095721406,0.095721406
776,0.077074286,-0.010644933,0.11992553,0.88007447
777,0.36753334,0.43592309,0.032332565,0.032332565
778,0.14468804,-0.082789305,1.98E-08,0.99999998
779,0.44432462,0.5057491,0.026946509,0.026946509
780,0.020158597,0.007867446,0.42694457,0.42694457
781,0.10476978,0.041394336,0.36684429,0.63315571
782,0.52596646,0.16905824,0.39774134,0.39774134
783,0.020158597,0.007867446,0.42694457,0.42694457
784,0.49180626,-0.001469329,0.2407417,0.7592583
785,0.10126984,0.008264463,0.21432249,0.78567751
786,0.081124938,0.028469751,0.36373351,0.63626649
787,0.02236278,0.011515431,0.36629674,0.36629674
788,0.039677354,0.009554788,0.4965269,0.5034731
789,0.035883152,0.024611889,0.26173464,0.26173464
790,0.021182692,0.008624603,0.41578897,0.41578897
791,0.43994409,0.18943683,0.34237793,0.34237793
792,0.53690735,0.11777023,0.29677608,0.70322392
793,0.028226981,0.008041287,0.47419315,0.47419315
794,0.047675549,0.021161417,0.40348257,0.40348257
795,0.53946667,0.58477509,0.024562662,0.024562662
796,0.1129966,-0.017445697,0.074305251,0.92569475
797,0.10071781,0.12782914,0.093291072,0.093291072
798,0.062045455,-0.12820513,1.90E-19,1
799,0.34082715,0.015217303,0.2553772,0.7446228
800,0.50009378,-0.016326277,0.10417439,0.89582561
801,0.66852842,0.6715056,0.078158939,0.078158939
802,0.021983844,-0.014731203,0.12358441,0.87641559
803,0.54341598,0.59849944,0.020606232,0.020606232
804,0.10287879,-0.2371134,8.21E-69,1
805,0.56130799,0.31913721,0.35108897,0.35108897
806,0,0,-1,-1
807,0.54757293,0.16438351,0.29727122,0.70272878
808,0.20663736,0.26292278,0.047227555,0.047227555
809,0.29000942,0.35973041,0.035251959,0.035251959
810,0.50009378,-0.016326277,0.10417439,0.89582561
811,0.51550937,0.052148274,0.35467046,0.64532954
812,0.17747702,0.23088635,0.055584105,0.055584105
813,0,0,-1,-1
814,0.043735947,-0.020107896,0.067986917,0.93201308
815,0.21,0.14285714,0.35464423,0.35464423
816,0,0,-1,-1
817,0.02437559,-0.013550136,0.13633688,0.86366312
818,0.10621528,0.077345538,0.36327224,0.36327224
819,0.10287879,-0.2371134,8.21E-69,1
820,0.24472041,0.13253012,0.4536357,0.4536357
821,0.023786384,-0.01598739,0.10775004,0.89224996
822,0.68142117,0.56989824,0.42848695,0.42848695
823,0.50196372,0.007867446,0.26433754,0.73566246
824,0.055598958,0.055737705,0.16809167,0.16809167
825,0.02236278,0.011515431,0.36629674,0.36629674
826,0.49931977,-0.015485074,0.11182525,0.88817475
827,0.51642311,0.044130953,0.32031937,0.67968063
828,0.039858182,0.020918962,0.32976055,0.32976055
829,0.039222146,-0.019832021,0.070173366,0.92982663
830,0.57818182,0.11111111,0.000110044,0.99988996
831,0.041068089,0.009563736,0.48772415,0.51227585
832,0.29322546,-0.038787445,0.00717661,0.99282339
833,0.11397531,0.037537396,0.32183826,0.67816174
834,0,0,-1,-1
835,0.12310508,0.15814712,0.079665591,0.079665591
836,0.57618828,0.24398018,0.25302545,0.74697455
837,0.49440906,-0.013333534,0.13796959,0.86203041
838,0.042643369,0.040341367,0.16090184,0.16090184
839,0,0,-1,-1
840,0.15406863,0.19821826,0.070498043,0.070498043
841,0.096666667,8.33E-17,0.17455656,0.82544344
842,0.56078445,0.1965378,0.24343334,0.75656666
843,0.55549242,0.59904535,0.030554223,0.030554223
844,0.22513021,0.14493927,0.38454479,0.38454479
845,0.042643369,0.040341367,0.16090184,0.16090184
846,0.51433019,0.16530064,0.3188097,0.3188097
847,0.36318145,0.034010867,0.32034895,0.67965105
848,0.4480232,0.13795918,0.39957004,0.39957004
849,0.45718803,-0.01008151,0.17241888,0.82758112
850,0,0,-1,-1
851,0.51313502,0.10796941,0.45073663,0.45073663
852,0.49542753,-0.018142698,0.098459544,0.90154046
853,0.22141246,0.20466283,0.18444107,0.18444107
854,0.18333219,0.21789243,0.10910122,0.10910122
855,0.062930511,0.005201561,0.24094062,0.75905938
856,0.069774986,-0.005536436,0.15270833,0.84729167
857,0.49178893,0.40945474,0.059556632,0.059556632
858,0.55584603,0.26564199,0.44776489,0.44776489
859,0,0,-1,-1
860,0.47505364,0.040497526,0.48196637,0.51803363
861,0,0,-1,-1
862,0.1355139,0.18259874,0.054734818,0.054734818
863,0.041218421,-0.018961885,0.076746134,0.92325387
864,0.19036996,-0.01660976,0.07496083,0.92503917
865,0.50460234,-0.000987339,0.20073461,0.79926539
866,0.49474999,-0.020920799,0.07953206,0.92046794
867,0,0,-1,-1
868,1,1,2,
869,0.10631248,0.036871643,0.33216771,0.66783229
870,0,0,-1,-1
871,0.29800325,0.20379147,0.32725694,0.32725694
872,0.12963462,0.13034924,0.20016582,0.20016582
873,0.49662408,-0.020600821,0.079530833,0.92046917
874,0.22193182,0.24301075,0.12841758,0.12841758
875,0.021337687,-0.006738994,0.24967251,0.75032749
876,0.060468315,-0.019961019,0.06753269,0.93246731
877,0.42824391,-0.026754358,0.038979751,0.96102025
878,0.059313187,-0.011579435,0.1189866,0.8810134
879,0.020158597,0.007867446,0.42694457,0.42694457
880,0.1631405,0.19756839,0.10324771,0.10324771
881,0.53690735,0.11777023,0.29677608,0.70322392
882,0.62667188,0.51409978,0.27526842,0.27526842
883,0.0984375,0.004444444,0.19476477,0.80523523
884,0.20561547,0.25236418,0.071060757,0.071060757
885,0.088726061,0.084239997,0.22279971,0.22279971
886,0.50754481,0.012892505,0.26295941,0.73704059
887,0.0905625,-0.082125604,2.51E-08,0.99999997
888,0.14263328,-0.01166886,0.11228006,0.88771994
889,0.20772167,0.10293688,0.48278053,0.51721947
890,0.50330173,0.021404344,0.32417971,0.67582029
891,0.2716,0.27835052,0.15321602,0.15321602
892,0.13139354,-0.051509397,0.000511525,0.99948847
893,0.081392496,0.037532134,0.44270668,0.55729332
894,0.17561379,0.20829406,0.1116525,0.1116525
895,0.041068089,0.009563736,0.48772415,0.51227585
896,0.022164408,0.002668468,0.44545636,0.55454364
897,0,0,-1,-1
898,0.56285977,0.24692296,0.41426609,0.58573391
899,0.050208192,0.017809482,0.47549228,0.47549228
900,0.088421053,0.1,0.14255602,0.14255602
901,0.14754891,-0.016177057,0.084706747,0.91529325
902,0.1700576,0.057079027,0.35114874,0.64885126
903,0.11837337,0.06867648,0.4885184,0.4885184
905,0.54710527,0.15217215,0.26547559,0.73452441
906,0.024932779,0.009100334,0.43311559,0.43311559
907,0.23731061,0.061452514,0.38402545,0.61597455
908,0,0,-1,-1
909,0,0,-1,-1
910,0.16701923,0.088082902,0.46567542,0.53432458
911,0.32799421,0.087679339,0.45131149,0.54868851
912,0.047452991,0.044668588,0.16981064,0.16981064
913,0.54205227,0.13455902,0.27491733,0.72508267
914,0.14358974,0.04,0.32516427,0.67483573
915,0.081716512,0.041348433,0.47616116,0.52383884
916,0.045034581,0.044830741,0.14989311,0.14989311
917,0.2558422,-0.026674504,0.033910961,0.96608904
918,0.33348532,-0.017515142,0.08106549,0.91893451
919,0.071808507,0.022939012,0.37064706,0.62935294
920,0.50857622,0.27464661,0.17487266,0.17487266
921,0.51764084,0.048760312,0.32432117,0.67567883
922,0.16822738,0.029524277,0.2789887,0.7210113
923,0.2578022,0.28388747,0.12984293,0.12984293
924,0.22813322,0.27327782,0.079569001,0.079569001
925,0,0,-1,-1
926,0.059567568,0.002770083,0.22809352,0.77190648
927,0.20965385,0.25724272,0.065295388,0.065295388
928,0.061631868,0.026477668,0.47317514,0.52682486
929,0.13721718,0.087117538,0.43159624,0.43159624
930,0.049984375,-0.050328228,0.000616605,0.9993834
931,0,0,-1,-1
932,0.057686257,-0.005438777,0.17203758,0.82796242
933,0.14247019,0.11718091,0.27796153,0.27796153
934,0.08892133,0.10506346,0.12453667,0.12453667
935,0.024998301,0.011697555,0.38268361,0.38268361
936,0.53095565,0.10844508,0.35405873,0.64594127
937,0.0439595,-0.014920194,0.11018807,0.88981193
938,0.021162286,0.007668658,0.43625604,0.43625604
939,0.42723181,0.25787636,0.25969601,0.25969601
940,0.16638231,0.20254188,0.095721406,0.095721406
941,0.50756547,0.45624695,0.037302094,0.037302094
942,0.24754246,0.036623141,0.31028272,0.68971728
943,0.43312752,-0.035294118,0.013488005,0.98651199
944,0.50060111,-0.017518693,0.094802478,0.90519752
945,0.42802289,0.27881245,0.23189991,0.23189991
946,0.020158597,0.007867446,0.42694457,0.42694457
947,0.52279539,0.085761804,0.38623004,0.61376996
948,0.078930481,0.078590786,0.20212645,0.20212645
949,0.06,-5.55E-17,0.20068223,0.79931777
950,0.066702737,0.008023341,0.25593788,0.74406212
951,0.062541209,0.04063255,0.35998476,0.35998476
952,0,0,-1,-1
953,0,0,-1,-1
954,0.15346413,0.057342609,0.36244861,0.63755139
955,0.21718797,0.033683385,0.29857288,0.70142712
956,0.1036875,0.054852321,0.47403318,0.52596682
957,0.36698672,0.082154754,0.4388384,0.5611616
958,0.29662573,0.37761506,0.020623195,0.020623195
959,0.12,0.076923077,0.42541296,0.42541296
960,0.019691005,-0.015692206,0.1128877,0.8871123
961,0.044159286,0.009481883,0.46175415,0.53824585
962,0,0,-1,-1
963,0.17802105,0.20529801,0.12905142,0.12905142
964,0.1232,-0.21212121,1.31E-54,1
965,0.22180165,0.30322677,0.016675447,0.016675447
966,0.20198933,0.11365261,0.48554373,0.48554373
967,0.31291044,0.23739018,0.23613545,0.23613545
968,0.18800192,0.22937996,0.087406067,0.087406067
969,0,0,-1,-1
970,0.183125,0.089874858,0.4488428,0.5511572
971,0.1700576,0.057079027,0.35114874,0.64885126
972,0,0,-1,-1
973,0,0,-1,-1
974,0.039677354,0.009554788,0.4965269,0.5034731
975,0.25710309,0.30985059,0.074669171,0.074669171
976,0.020158597,0.007867446,0.42694457,0.42694457
977,0.32660313,-0.02844383,0.030106023,0.96989398
978,0.19505447,0.21188428,0.1520985,0.1520985
979,0.22141246,0.20466283,0.18444107,0.18444107
980,0.17557169,0.1186686,0.39529916,0.39529916
981,0.50053918,-0.010549118,0.14618907,0.85381093
982,0.042643369,0.040341367,0.16090184,0.16090184
983,0.067481061,-0.037328094,0.008877975,0.99112202
984,0.14369315,-0.047346022,0.001337826,0.99866217
985,0.059374298,0.024919216,0.47563679,0.52436321
986,0.18439355,0.22239421,0.099599541,0.099599541
987,0.69175724,0.67584553,0.12344394,0.12344394
988,0.048873982,0.045163409,0.17783044,0.17783044
989,0.61666335,0.47750286,0.34513796,0.34513796
990,0.28261648,0.26152218,0.1686634,0.1686634
991,0.33211905,0.25155925,0.22545867,0.22545867
992,0.30828283,0.33944954,0.089139623,0.089139623
993,0,0,-1,-1
994,0,0,-1,-1
995,0.049590793,0.058965102,0.10852353,0.10852353
